vorname,anzahl,geschlecht
Alexandrine,1,w
Ajmal,1,m
Alexeyevič,1,w
Akatar,1,m
Alia,1,w
Akbar,1,m
Aliah,1,w
Akcan,1,m
Aliana-Chanty,1,w
Akim,1,m
Alica,1,w
Akın,1,m
Alija,1,w
Akira,1,m
Alijana,1,w
Al-Rahman,1,m
Aline,1,w
Alaa,1,m
Alisar,1,w
Aladdin,1,m
Alisha-Cherin,1,w
Alain,1,m
Alishia,1,w
Alaric,1,m
Alisya,1,w
Albie,1,m
Aliyah,1,w
Albrecht,1,m
Aliye,1,w
Aldin,1,m
Aliza,1,w
Alehović,1,m
Alizée,1,w
Alek,1,m
Aljona,1,w
Aleks,1,m
Allegra,1,w
Aleksandar,1,m
Alma-Eleonore,1,w
Aleksandr,1,m
Almi,1,w
Aleksandrovič,1,m
Almilay,1,w
Aleksej,1,m
Almut,1,w
Aleksey,1,m
Altina,1,w
Alem,1,m
Altna,1,w
Alen,1,m
Alwien,1,w
Alend,1,m
Alwine,1,w
Alexsander,1,m
Alya,1,w
Alf,1,m
Alyadua,1,w
Alfio,1,m
Alycia,1,w
Ali-Merdan,1,m
Ama,1,w
Alican,1,m
Amadea,1,w
Aliridha,1,m
Amaia,1,w
Almin,1,m
Amal,1,w
Almir,1,m
Amalya,1,w
Alois,1,m
Amara,1,w
Alonzo,1,m
Amaziah,1,w
Aloysius,1,m
Amelie-Saira,1,w
Alp,1,m
Amelie-Sophie,1,w
Alper,1,m
Ameliya,1,w
Alpha,1,m
Amely-Sophie,1,w
Alphan,1,m
Ameya,1,w
Alptuğ,1,m
Ameze,1,w
Altan,1,m
Amia,1,w
Altin,1,m
Amilie,1,w
Alvi,1,m
Aminata,1,w
Alwin,1,m
Amna,1,w
Amaan,1,m
Amondi,1,w
Amal,1,m
Amr,1,w
Amanuel,1,m
Amra,1,w
Amarachuck,1,m
Amran,1,w
Amaru,1,m
Amrudinovna,1,w
Amaury,1,m
Amy-Grace,1,w
Ambrosio,1,m
Amy-Lynn,1,w
Ameen,1,m
Amylee-Sophie,1,w
Amel,1,m
Amyra,1,w
Amen,1,m
Amália,1,w
Amet,1,m
Amélia,1,w
Amine,1,m
Ana-Clara,1,w
Amjad,1,m
Ana-Marija,1,w
Amoun,1,m
Anabell,1,w
Amza,1,m
Anais,1,w
Andi,1,m
Anar,1,w
Andraina,1,m
Anastasija,1,w
Andranik,1,m
Anastazja,1,w
Andre,1,m
Anaïs,1,w
Andree,1,m
Anchova,1,w
Andreevič,1,m
Andrejewna,1,w
Andrija,1,m
Andrina,1,w
Andrin,1,m
Angali,1,w
Andrés,1,m
Angelova,1,w
Anel,1,m
Angie,1,w
Anes,1,m
Angyalka,1,w
Anetov,1,m
Anila,1,w
Angelov,1,m
Anita,1,w
Anil,1,m
Anjali,1,w
Anis,1,m
Anjulie,1,w
Ann,1,m
Ann-Marie,1,w
Anouar,1,m
Anna-Luna,1,w
Ansgar,1,m
Anna-Sophia,1,w
Ansh,1,m
Anna-Teodora,1,w
Anthany,1,m
Anneli,1,w
Anthonius,1,m
Anneliese,1,w
Anton-Max,1,m
Anoa,1,w
Antonin,1,m
Anoş,1,w
Anwar,1,m
Antje,1,w
Aorivan,1,m
Antoaneta,1,w
Arad,1,m
Anton'ovna,1,w
Aragorn,1,m
Antonella,1,w
Aran,1,m
Antonietta,1,w
Ardalan,1,m
Antonina,1,w
Ardelean,1,m
Anuuk,1,w
Ardyan,1,m
Anwita,1,w
Arek,1,m
Anzhelika,1,w
Arend,1,m
Anđelina,1,w
Ares,1,m
April,1,w
Ares-Jaron,1,m
Arevik,1,w
Argjent,1,m
Aria,1,w
Ariano,1,m
Ariana,1,w
Arim,1,m
Ariella,1,w
Ario,1,m
Arista,1,w
Arion,1,m
Arlinda,1,w
Aris,1,m
Armagan,1,w
Armaan,1,m
Arnisa,1,w
Armand,1,m
Artemisia,1,w
Armando,1,m
Artyom,1,w
Armağan,1,m
Aruna,1,w
Arminius,1,m
Arvi,1,w
Arnav,1,m
Asenova,1,w
Arndt,1,m
Ashana,1,w
Arnt,1,m
Asil,1,w
Aro,1,m
Asiye,1,w
Arsen,1,m
Asli,1,w
Arslan,1,m
Aslin,1,w
Arte,1,m
Asrın,1,w
Artiom,1,m
Atanasova,1,w
Arturo,1,m
Athina,1,w
Artus,1,m
Atilla,1,w
Aruna,1,m
Aura,1,w
Arya,1,m
Aurora-Ambra,1,w
Aryan,1,m
Avin,1,w
Aryia,1,m
Avina,1,w
Asaël,1,m
Awina,1,w
Ascanio,1,m
Ayana,1,w
Ashar,1,m
Aybike,1,w
Ashley,1,m
Aydan,1,w
Askil,1,m
Ayfer,1,w
Ata-Ben,1,m
Ayleen,1,w
Atacan,1,m
Aysegül,1,w
Atakan,1,m
Aysu,1,w
Athanasios,1,m
Ayşenur,1,w
Atlas,1,m
Azeyosaba,1,w
Atris,1,m
Aziza,1,w
Atréju,1,m
Aşina,1,w
Attila,1,m
Bade,1,w
Augustin,1,m
Badegül,1,w
Augusto,1,m
Bahtisen,1,w
Aureus,1,m
Bailey,1,w
Aurélien,1,m
Bana,1,w
Avis,1,m
Bandi,1,w
Avjot,1,m
Bani,1,w
Awad,1,m
Banu,1,w
Ayaan,1,m
Bao,1,w
Ayam,1,m
Bara,1,w
Ayden,1,m
Baran,1,w
Aykan,1,m
Barcelona,1,w
Ayman,1,m
Bassante,1,w
Aytac,1,m
Bassma,1,w
Azan,1,m
Beate,1,w
Azrael,1,m
Beatriz,1,w
Babak,1,m
Bedia,1,w
Badreddine,1,m
Beeke,1,w
Bajulet,1,m
Beere,1,w
Bakos,1,m
Begüm,1,w
Balduin,1,m
Bejna,1,w
Balian,1,m
Bel,1,w
Banush,1,m
Belia,1,w
Baraka,1,m
Belina,1,w
Barbaros,1,m
Belkis,1,w
Barley,1,m
Bella-Maria,1,w
Barne,1,m
Belqis,1,w
Barrie,1,m
Ben,1,w
Bartholomäus,1,m
Benedikta,1,w
Bartosz,1,m
Benedita,1,w
Bashkim,1,m
Benita,1,w
Basile,1,m
Benja,1,w
Basileios,1,m
Berenike,1,w
Batis,1,m
Berivan,1,w
Batu,1,m
Berrin,1,w
Baya,1,m
Beryar,1,w
Beat,1,m
Betty,1,w
Bedran,1,m
Bhavya,1,w
Bedri,1,m
Bianka,1,w
Bekalu,1,m
Biba,1,w
Bektaş,1,m
Bibi,1,w
Belend,1,m
Bibolovna,1,w
Ben-Louis,1,m
Biloa,1,w
Ben-Luca,1,m
Birgit,1,w
Ben-Luka,1,m
Birgitt,1,w
Benaja,1,m
Birgül,1,w
Bence,1,m
Birsel,1,w
Bendix,1,m
Bisera,1,w
Bene,1,m
Blanka,1,w
Benedetto,1,m
Blina,1,w
Benett,1,m
Bnar,1,w
Benicio,1,m
Bo,1,w
Benito,1,m
Boatemaa,1,w
Benji,1,m
Bobby,1,w
Benjámin,1,m
Borisa,1,w
Benn,1,m
Borisova,1,w
Bennett,1,m
Bożena,1,w
Bennit,1,m
Brienna,1,w
Benny,1,m
Brunhilde,1,w
Benoît,1,m
Buket,1,w
Benton,1,m
Burgi,1,w
Benvindo,1,m
Buğlem,1,w
Beppo,1,m
Cai,1,w
Berkin,1,m
Caja,1,w
Berksan,1,m
Camilla,1,w
Bernando,1,m
Camille,1,w
Bernard,1,m
Canan,1,w
Bero,1,m
Candan,1,w
Bertalan,1,m
Candela,1,w
Berthold,1,m
Canyi,1,w
Bertrand,1,m
Carlota,1,w
Berzan,1,m
Carmen,1,w
Berşan,1,m
Catalea,1,w
Betim,1,m
Cataleya,1,w
Bevan,1,m
Catarina,1,w
Beykan,1,m
Catherina,1,w
Beyzat,1,m
Cayenne,1,w
Biagio,1,m
Ceca,1,w
Bibo,1,m
Celestine,1,w
Bila,1,m
Celia,1,w
Bilgehan,1,m
Celin,1,w
Binh,1,m
Ceylem,1,w
Bintu-Maximilian,1,m
Chania,1,w
Blagoi,1,m
Chantal,1,w
Blend,1,m
Chanya,1,w
Blessing,1,m
Charleen,1,w
Bob,1,m
Charlot,1,w
Boran,1,m
Chavin,1,w
Borislav,1,m
Chemeli,1,w
Borislavov,1,m
Chisato,1,w
Borisovič,1,m
Chisom,1,w
Borris,1,m
Chloe,1,w
Boubacar,1,m
Chuxin,1,w
Bourhane,1,m
Cilia,1,w
Bowie,1,m
Cinar,1,w
Boy,1,m
Cindy,1,w
Bozan,1,m
Clelia,1,w
Bozhidar,1,m
Clemens,1,w
Brandon,1,m
Cloe,1,w
Branimir,1,m
Colleen,1,w
Brodir,1,m
Conchal,1,w
Bronco,1,m
Cora,1,w
Bruklin,1,m
Cordula,1,w
Bugra,1,m
Coretta,1,w
Bulut,1,m
Daboh,1,w
Buğra,1,m
Daiana,1,w
Béla,1,m
Daliah,1,w
Bünyamin,1,m
Dalila,1,w
Cafar,1,m
Dalina,1,w
Caio,1,m
Damienne,1,w
Caleb-Junior,1,m
Damira,1,w
Cali,1,m
Dana-Alexandra,1,w
Calogero,1,m
Danah,1,w
Calum,1,m
Danai,1,w
Calvin,1,m
Daniele,1,w
Can-Luca,1,m
Danielle,1,w
Caner,1,m
Daniya,1,w
Carmelo,1,m
Daphne,1,w
Carsten,1,m
Darija,1,w
Casian,1,m
Darleen,1,w
Casimir,1,m
Darline,1,w
Castiel,1,m
Dawn,1,w
Castor,1,m
Dayna,1,w
Catalena,1,m
Dea,1,w
Cato,1,m
Deana,1,w
Cazim,1,m
Debora,1,w
Celal,1,m
Dede,1,w
Cemal,1,m
Deelaila,1,w
Cen,1,m
Deenah,1,w
Cennet,1,m
Deirdre,1,w
Ceyhan,1,m
Delaine,1,w
Ceykan,1,m
Delia,1,w
Chafiq,1,m
Delila,1,w
Chakra,1,m
Delilia,1,w
Channing,1,m
Delphina,1,w
Charlotte,1,m
Denis,1,w
Charly,1,m
Denisa,1,w
Chehin,1,m
Denisse,1,w
Cheikh,1,m
Deren,1,w
Chibueze,1,m
Despina,1,w
Chicago,1,m
Destiny,1,w
Chidera,1,m
Devrim,1,w
Chigozie,1,m
Devyn,1,w
Chino,1,m
Dewi,1,w
Chintano,1,m
Diana-Rose,1,w
Chivinio,1,m
Diandra,1,w
Chonden,1,m
Diane,1,w
Chris,1,m
Diara,1,w
Christofer,1,m
Didem,1,w
Chukwudalu,1,m
Dijana,1,w
Cian,1,m
Dijle,1,w
Cihan,1,m
Dila,1,w
Cihat,1,m
Dilana,1,w
Cito,1,m
Dilek,1,w
Ciwan,1,m
Dima,1,w
Claudiu-Dimitre,1,m
Dimitrova,1,w
Claus,1,m
Dita,1,w
Collin,1,m
Ditmira,1,w
Colonian,1,m
Divine,1,w
Conner,1,m
Divrance,1,w
Conny,1,m
Djamina,1,w
Corvin,1,m
Djelika,1,w
Cosmin,1,m
Djuja,1,w
Cuno,1,m
Dmitrievna,1,w
Curt,1,m
Doina,1,w
Cyril,1,m
Dominika,1,w
César,1,m
Dona,1,w
Cǎtǎlin,1,m
Dorothee,1,w
D'leh,1,m
Dorothée,1,w
Daban,1,m
Duygu,1,w
Daimon,1,m
Dyosa,1,w
Dale,1,m
Dzastina,1,w
Dalian,1,m
Dzejda,1,w
Dalios,1,m
Ebba,1,w
Damien-Joel,1,m
Eblina,1,w
Damijan,1,m
Ebrar,1,w
Damir,1,m
Ebtihaj,1,w
Damon,1,m
Ecem,1,w
Danail,1,m
Ecenur,1,w
Danailov,1,m
Edita,1,w
Daniele,1,m
Edite,1,w
Danijel-Danilo,1,m
Edith,1,w
Danyal,1,m
Edwina,1,w
Daoud,1,m
Effi,1,w
Daouda,1,m
Efraim,1,w
Dardan,1,m
Efsa,1,w
Darek,1,m
Ege,1,w
Darijo,1,m
Eimy,1,w
Darko,1,m
Ela-Marie,1,w
Darnell,1,m
Elahya,1,w
Daron,1,m
Elamey,1,w
Daryl,1,m
Elana,1,w
Dastan,1,m
Elara,1,w
Daud,1,m
Elasu,1,w
Davi,1,m
Eldijana,1,w
David-Eduard,1,m
Eldina,1,w
Davinci,1,m
Eleen,1,w
Davis,1,m
Elena-Maria,1,w
Davit,1,m
Elenor,1,w
Dawid,1,m
Eleonor,1,w
Dawood,1,m
Eleonorov,1,w
Daymian,1,m
Elezan,1,w
Decebal,1,m
Elfi,1,w
Dedieu,1,m
Elfin,1,w
Delian,1,m
Elfinnur,1,w
Delowan,1,m
Eli,1,w
Delsher,1,m
Elias,1,w
Deluan,1,m
Elice,1,w
Deman,1,m
Elies,1,w
Demetre,1,m
Elifnur,1,w
Deny,1,m
Elifsu,1,w
Derbas,1,m
Eliise,1,w
Derek,1,m
Elika,1,w
Derviş,1,m
Elisavet,1,w
Desire,1,m
Elisea,1,w
Desmond,1,m
Elisha,1,w
Devin,1,m
Elisia,1,w
Devon,1,m
Eljesa,1,w
Dhar,1,m
Ellania,1,w
Diaby,1,m
Elle,1,w
Dian,1,m
Elmas,1,w
Diarmuid,1,m
Elmira,1,w
Dietmar,1,m
Elna,1,w
Dijar,1,m
Elona,1,w
Dilschat,1,m
Elouise,1,w
Dima,1,m
Elpida,1,w
Dimitar,1,m
Elvan,1,w
Dimitrios,1,m
Elvana,1,w
Dinis,1,m
Elvin,1,w
Diory,1,m
Elyas,1,w
Dirk,1,m
Elyesa,1,w
Divin,1,m
Elyna-Soulié,1,w
Divine,1,m
Elysa,1,w
Diyako,1,m
Elyssa,1,w
Diyan,1,m
Elyza,1,w
Djamel,1,m
Eléni,1,w
Django,1,m
Emanda,1,w
Djuliano,1,m
Emanuela,1,w
Dler,1,m
Emeline,1,w
Dmitrijevič,1,m
Emi,1,w
Dmytrovič,1,m
Emilia-Anais,1,w
Dogan,1,m
Emilia-Louisa,1,w
Domenik,1,m
Emily-Sophie,1,w
Domingo,1,m
Emma-Marie,1,w
Dominique,1,m
Emmy,1,w
Dominyk,1,m
Emona,1,w
Don,1,m
Ena,1,w
Donatan,1,m
Enca,1,w
Donatello,1,m
Enise,1,w
Dorel,1,m
Enke,1,w
Dorian,1,m
Enluo,1,w
Dragomir,1,m
Enni,1,w
Draven,1,m
Ennie-Elina,1,w
Drini,1,m
Ennur,1,w
Duha,1,m
Enrong,1,w
Duro,1,m
Erisa,1,w
Dustin,1,m
Ernstine,1,w
Dzemal,1,m
Erol,1,w
Ebbe,1,m
Ersin,1,w
Ebu,1,m
Erta,1,w
Ebubekir,1,m
Erva-Meryem,1,w
Ed,1,m
Erya,1,w
Eddy,1,m
Eshal,1,w
Ede,1,m
Esilya,1,w
Eden,1,m
Eslia,1,w
Edip,1,m
Esperanza,1,w
Edmir,1,m
Espylian,1,w
Edward,1,m
Estella,1,w
Edwin,1,m
Ester,1,w
Efdal,1,m
Eugenia,1,w
Efstathios,1,m
Eunice,1,w
Efstratios,1,m
Evangelia,1,w
Egbert,1,m
Evangeline,1,w
Egehan,1,m
Eve-Jolie,1,w
Eghosa,1,m
Evengeline,1,w
Ehi,1,m
Evgenia,1,w
Ehiaghe,1,m
Evgenija,1,w
Ehimemeh,1,m
Evi,1,w
Ehler,1,m
Evin,1,w
Ekber,1,m
Evina,1,w
Ekrem,1,m
Ewelina,1,w
el,1,m
Eyleen,1,w
El-Sediq,1,m
Eymen,1,w
Elbrus,1,m
Ezana,1,w
Eldad,1,m
Ezmira,1,w
Eldar,1,m
Fabia,1,w
Elem,1,m
Fabiola,1,w
Elian,1,m
Fadime,1,w
Elianne,1,m
Fahima,1,w
Elias-Bilama,1,m
Farah,1,w
Elias-David,1,m
Farzaneh,1,w
Elias-Joel,1,m
Fatmagül,1,w
Elias-Luca,1,m
Fatoma,1,w
Elias-Roman,1,m
Fatylaye,1,w
Elija,1,m
Fazile,1,w
Eliot,1,m
Feah,1,w
Elisha,1,m
Feeline,1,w
Eliás,1,m
Fei,1,w
Elja,1,m
Felia,1,w
Ella,1,m
Felice,1,w
Elmedin,1,m
Felicia-Sophie,1,w
Elnur,1,m
Feliene,1,w
Eloan,1,m
Felina,1,w
Elon,1,m
Felipa,1,w
Eloy,1,m
Felizitas,1,w
Elpidio,1,m
Femi,1,w
Elshaddai,1,m
Ferdavs,1,w
Elvan,1,m
Ferdinande,1,w
Elvirov,1,m
Ferida-Leyla,1,w
Elvo,1,m
Feride,1,w
Ely,1,m
Ferya,1,w
Elyan,1,m
Fiep,1,w
Elyasa,1,m
Filomene,1,w
Elyesa,1,m
Finia,1,w
Elçin,1,m
Finya,1,w
Emeka,1,m
Fiora,1,w
Emian,1,m
Firdaous,1,w
Emilia,1,m
Flavia,1,w
Emiliano,1,m
Floriana,1,w
Emilijan,1,m
Florina,1,w
Emilio-Pierre,1,m
Florine,1,w
Emilius,1,m
Franca,1,w
Emilov,1,m
Francisca,1,w
Emir-Sabit,1,m
Franklina,1,w
Emrehan,1,m
Freda,1,w
Eneas,1,m
Frenzi,1,w
Ener-Berkin,1,m
Freya-Simone,1,w
Engincan,1,m
Friederieke,1,w
Enis,1,m
Friedlinde,1,w
Enisey,1,m
Frizzi,1,w
Eniz,1,m
Fuli,1,w
Eno,1,m
Funda,1,w
Enoc,1,m
Fynja,1,w
Enrico-Nico,1,m
Gabrielle,1,w
Epke,1,m
Gabrijela,1,w
Erdal,1,m
Gamela,1,w
Erdinch,1,m
Gariela,1,w
Erdinç,1,m
Garolina,1,w
Erec,1,m
Gaëlle,1,w
Erenik,1,m
Gebke,1,w
Erijon,1,m
Genoveffa,1,w
Erjon,1,m
Genoveva,1,w
Erkam,1,m
Georgina,1,w
Ernesto,1,m
Geraldine,1,w
Eros,1,m
Gerda-Marie,1,w
Ersin,1,m
Gerti,1,w
Ertem,1,m
Gertrud,1,w
Ervis,1,m
Gertrude,1,w
Eryk,1,m
Gesa,1,w
Etienne,1,m
Gezi,1,w
Eugen,1,m
Giada,1,w
Evan,1,m
Gianessa,1,w
Eyasu,1,m
Gianina,1,w
Eyk,1,m
Gillian,1,w
Eyüp-Mehmetcan,1,m
Giselle,1,w
Fabiano,1,m
Giuliana-Lara,1,w
Fabius,1,m
Giuseppa,1,w
Faik,1,m
Giuseppina,1,w
Falk,1,m
Giusy,1,w
Falko,1,m
gizi,1,w
Fankov,1,m
Glory-Elisabeth,1,w
Faraz,1,m
Golda,1,w
Faroud,1,m
Gordana,1,w
Faruk,1,m
Gracelyn,1,w
Farzin,1,m
Grazia,1,w
Fatjon,1,m
Graziella,1,w
Fauzan,1,m
Gregoria,1,w
Fenno,1,m
Gretchen,1,w
Ferenc,1,m
Grete,1,w
Ferhat,1,m
Gretha,1,w
Ferman,1,m
Guadalupe,1,w
Ferris,1,m
Guin,1,w
Fevzi,1,m
Gulina,1,w
Fidor,1,m
Gun,1,w
Filian,1,m
Gustava,1,w
Fin,1,m
Guxin,1,w
Finn-Hendrik,1,m
Gwenaelle,1,w
Finn-Sondre,1,m
Gyda,1,w
Finnegan,1,m
Géraldine,1,w
Finnick,1,m
Gücrü,1,w
Finnley,1,m
Gülara,1,w
Fiontan,1,m
Gülbahar,1,w
Firas,1,m
Gülbeyaz,1,w
Firat,1,m
Güler,1,w
Fjonn,1,m
Gülsüm,1,w
Fjoralb,1,m
Günce,1,w
Flavio,1,m
Habibe,1,w
Flavius,1,m
Hadiah,1,w
Flinn,1,m
Haewon,1,w
Florens,1,m
Hailey,1,w
Floris,1,m
Haily,1,w
Fode,1,m
Haja,1,w
Fox,1,m
Hajat,1,w
Francis,1,m
Halina,1,w
Francisco,1,m
Hamza,1,w
Franciszek,1,m
Hanaa,1,w
Francois,1,m
Hanae,1,w
François,1,m
Hande,1,w
Freddy,1,m
Hanim,1,w
Fredrik,1,m
Hanin,1,w
Fredy,1,m
Hanna-Joline,1,w
Friederich,1,m
Hannah-Klara,1,w
Friedhelm,1,m
Haregie,1,w
Friso,1,m
Harlow,1,w
Frithjof,1,m
Harper,1,w
Fritjof,1,m
Hatiçe,1,w
Froylan,1,m
Hatun,1,w
Frédéric-Marcel,1,m
Havanna,1,w
Félix,1,m
Havva,1,w
Fürchtegott,1,m
Havvanur,1,w
Gabriell,1,m
Hayal,1,w
Gael,1,m
Hayat,1,w
Gaetano,1,m
Hayat-Havin,1,w
Galip,1,m
Hayda,1,w
Galvan,1,m
Hayden,1,w
Gaspar,1,m
Haylee,1,w
Gastiny,1,m
Hayrunnisa,1,w
Gaël,1,m
He,1,w
Gennaro,1,m
Heavenly,1,w
Georgiev,1,m
Hebun,1,w
Georgij,1,m
Hedda,1,w
Gerald,1,m
Hedvig,1,w
Gerhard,1,m
Heide,1,w
German,1,m
Heidemarie,1,w
Gerold,1,m
Henrike,1,w
Gerome,1,m
Hera,1,w
Gert,1,m
Herina,1,w
Giacomo,1,m
Hetta,1,w
Gian-Aydin,1,m
Heviya,1,w
Giancarlo,1,m
Hewra,1,w
Gianluca,1,m
Hidayyah-Halima,1,w
Gianni,1,m
Hideya,1,w
Gidano,1,m
Hilaria,1,w
Gil,1,m
Hiranur,1,w
Gino,1,m
Honya,1,w
Gintaras,1,m
Houaida,1,w
Giorgi,1,m
Houda,1,w
Gitau,1,m
Há,1,w
Giulian,1,m
Hélène,1,w
Gjon,1,m
Hüma,1,w
Glenn,1,m
Hüsna,1,w
Gobi,1,m
Idaet,1,w
Godi,1,m
Ieman,1,w
Gonzalo,1,m
Igna,1,w
Gordian,1,m
Ikponmwosa,1,w
Grischa,1,m
İkranur,1,w
Gryan,1,m
Ilaria-Lucia,1,w
Guido,1,m
İlaya,1,w
Guiliano,1,m
Ildikó,1,w
Gunnar,1,m
Ileana,1,w
Gunter,1,m
Ileyna,1,w
Gurpreet,1,m
Ilgar,1,w
Gurveer,1,m
Iliana,1,w
Guy,1,m
Ilieva,1,w
Gyasi,1,m
Iliyana,1,w
Gyenni,1,m
Iliyanova,1,w
Gyu-Bin,1,m
Ilona,1,w
Gábriel,1,m
Ilse,1,w
Gökay,1,m
Ilvy,1,w
Göktuğ,1,m
Ima,1,w
Görkem,1,m
Imani,1,w
Götz,1,m
Imen,1,w
Güvenç,1,m
In-Ji,1,w
Habib,1,m
İnci,1,w
Hady,1,m
İncinaz,1,w
Haider,1,m
Inez,1,w
Hailab,1,m
Inge-Elisabeth,1,w
Hailiye,1,m
Inka,1,w
Hajar,1,m
Inshirah,1,w
Hakim,1,m
Iny,1,w
Hakki,1,m
Ioanna,1,w
Haktan,1,m
Iolani,1,w
Halim,1,m
Ira,1,w
Halis,1,m
Iraila,1,w
Halĉo,1,m
İremsu,1,w
Hamdi,1,m
Ireoluwa,1,w
Hamdican,1,m
Iria,1,w
Hamoon,1,m
Irmak,1,w
Hank,1,m
Irmgard,1,w
Hao,1,m
Isabel-Marianne,1,w
Haochen,1,m
Isalie,1,w
Hardy,1,m
Isha,1,w
Haris,1,m
Ishani,1,w
Harley,1,m
Ivanova,1,w
Harmony,1,m
Ivayla,1,w
Harold,1,m
Ivaylova,1,w
Haron,1,m
Ivet,1,w
Harris,1,m
Ivonna,1,w
Hasan-Ali,1,m
Izabela,1,w
Hasan-Kerim,1,m
Izel-Jasmin,1,w
Hasanov,1,m
Jacqeline,1,w
Hasret,1,m
Jacqueline,1,w
Hassan,1,m
Jada,1,w
Hatemov,1,m
Jade-Madeleine,1,w
Hauke,1,m
Jaden,1,w
Haydar,1,m
Jagmur,1,w
Hayri,1,m
Jahzara,1,w
Hayrullah,1,m
Jale,1,w
Heiko,1,m
Jaliah,1,w
Hein,1,m
Jam,1,w
Heissam,1,m
Jamal,1,w
Hejan,1,m
Jamena,1,w
Henrich,1,m
Jamilah,1,w
Henrie,1,m
Jamina,1,w
Henryk,1,m
Jamïla,1,w
Herdem,1,m
Jandela,1,w
Hesekiel,1,m
Jandina,1,w
Heuar,1,m
Janet,1,w
Hibiki,1,m
Janice,1,w
Hikmet,1,m
Janina,1,w
Hilmar,1,m
Janka,1,w
Hischam,1,m
Jannah,1,w
Hivan,1,m
Jannat,1,w
Hosep,1,m
Janneke,1,w
Hossein,1,m
Jannie,1,w
Hou-Lam,1,m
Jaquelina,1,w
Hristov,1,m
Jara,1,w
Hubertus,1,m
Jasmina,1,w
Hudhayfah,1,m
Jaspreet,1,w
Husein,1,m
Jayleen-Chelsea,1,w
Hussam,1,m
Jaynia,1,w
Hussein,1,m
Jeanette,1,w
Hussin,1,m
Jela,1,w
Huzur,1,m
Jella,1,w
Hyon-Min,1,m
Jenny,1,w
Hüveyda,1,m
Jesma,1,w
İbrahim,1,m
Jeyhun,1,w
Ibrahima,1,m
Jilan,1,w
Idris,1,m
Jinyi,1,w
Idriz,1,m
Joan,1,w
Ied,1,m
Joanne,1,w
Ife,1,m
Jodie,1,w
Ignatios,1,m
Joeline,1,w
İhsan,1,m
Joelli,1,w
Ikbal,1,m
Johanna-Marlen,1,w
Ikechulawu,1,m
Johannah,1,w
Ilan,1,m
Johanne-Carlotta,1,w
Ilancheral,1,m
Jolanda,1,w
Ilay,1,m
Jolantha,1,w
Ilhan,1,m
Joleen-Sophie,1,w
Ilia,1,m
Jolene,1,w
Iliev,1,m
Jolie-Marysol,1,w
Ilija,1,m
Jones,1,w
Ilion,1,m
Joon,1,w
Iliriat,1,m
Jordan,1,w
Ilirjan,1,m
Jordis,1,w
Iliyan,1,m
Joryale,1,w
Iliyas,1,m
Josafina,1,w
Iljan,1,m
Josann,1,w
İlkay,1,m
Josephina,1,w
İlyas,1,m
Josie,1,w
Ilyass,1,m
Josy,1,w
Imran,1,m
Jouayria,1,w
Inan,1,m
Joulina,1,w
İnan,1,m
Joélia,1,w
Inti,1,m
Judit,1,w
Ion,1,m
Julienne,1,w
Irfan,1,m
Juliet,1,w
İrfan,1,m
Julietta,1,w
Isaias,1,m
Julin,1,w
Islam,1,m
Juljana,1,w
İsmael,1,m
Jullieta,1,w
Ismaïl,1,m
Jun,1,w
İsmet,1,m
Juni,1,w
Ismet,1,m
Justina,1,w
Issam,1,m
Justyna,1,w
Itskov,1,m
Jutta,1,w
Ivailo,1,m
Kaiona,1,w
Ivano,1,m
Kaisa,1,w
Ivelin,1,m
Kaja,1,w
Ivo,1,m
Kalea,1,w
Iwan,1,m
Kallisti,1,w
Iwo,1,m
Kamelia,1,w
Iyad,1,m
Kamena,1,w
Iyed,1,m
Kami,1,w
Jaba,1,m
Kanisah,1,w
Jackson,1,m
Kari,1,w
Jacopo,1,m
Karima,1,w
Jad,1,m
Karli,1,w
Jadon,1,m
Karlien,1,w
Jahesh,1,m
Karola,1,w
Jaiden,1,m
Karoline,1,w
Jajob,1,m
Kashama,1,w
Jakos,1,m
Katalin,1,w
Jakoub,1,m
Katarzyna,1,w
Jalil,1,m
Katerina,1,w
Jalus,1,m
Kathalea,1,w
Jamaine,1,m
Katherina,1,w
Jamal-Omar,1,m
Katherina-Renate,1,w
Jamil,1,m
Kathinka,1,w
Jamo,1,m
Katie,1,w
Jan-Eric,1,m
Katrin,1,w
Janez,1,m
Katsura,1,w
Janick,1,m
Kaya,1,w
Janluca,1,m
Kayi,1,w
Jannek,1,m
Kaylin,1,w
Janno,1,m
Kayra,1,w
Janosh,1,m
Ke,1,w
Jarik,1,m
Kedengani,1,w
Jarne,1,m
Keiziah,1,w
Jarno,1,m
Keke,1,w
Jaro,1,m
Kelly,1,w
Jascha,1,m
Kemely,1,w
Jasin,1,m
Kenar,1,w
Jasmin,1,m
Kengni,1,w
Jasper-Emilian,1,m
Keren,1,w
Javor,1,m
Kerstin,1,w
Jaydan,1,m
Kesrin,1,w
Jayson,1,m
Ketchasso,1,w
Jean-Pierre,1,m
Ketrin,1,w
Jeevan,1,m
Ketzia,1,w
Jefferson,1,m
Keylin,1,w
Jenke,1,m
Keysan,1,w
Jenovich,1,m
Khadeega,1,w
Jens,1,m
Khalil,1,w
Jeremias,1,m
Khandydia,1,w
Jeremy-Morel,1,m
Khinaly,1,w
Jervinho,1,m
Khira,1,w
Jerzy,1,m
Kimberley-Joyce,1,w
